msa,name_msa,fipstate,fipscty,name_county
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",51,115,"Mathews County, Virginia"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",51,199,"York County, Virginia"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",51,550,"Chesapeake city, Virginia"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",51,650,"Hampton city, Virginia"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",51,700,"Newport News city, Virginia"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",51,710,"Norfolk city, Virginia"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",51,735,"Poquoson city, Virginia"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",51,740,"Portsmouth city, Virginia"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",51,800,"Suffolk city, Virginia"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",51,810,"Virginia Beach city, Virginia"
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",51,830,"Williamsburg city, Virginia"
47300,"Visalia-Porterville, CA Metro Area",6,107,"Tulare County, California"
47340,"Wabash, IN Micro Area",18,169,"Wabash County, Indiana"
47380,"Waco, TX Metro Area",48,145,"Falls County, Texas"
47380,"Waco, TX Metro Area",48,309,"McLennan County, Texas"
47420,"Wahpeton, ND-MN Micro Area",27,167,"Wilkin County, Minnesota"
47420,"Wahpeton, ND-MN Micro Area",38,77,"Richland County, North Dakota"
47460,"Walla Walla, WA Metro Area",53,13,"Columbia County, Washington"
47460,"Walla Walla, WA Metro Area",53,71,"Walla Walla County, Washington"
47540,"Wapakoneta, OH Micro Area",39,11,"Auglaize County, Ohio"
47580,"Warner Robins, GA Metro Area",13,153,"Houston County, Georgia"
47580,"Warner Robins, GA Metro Area",13,225,"Peach County, Georgia"
47580,"Warner Robins, GA Metro Area",13,235,"Pulaski County, Georgia"
47620,"Warren, PA Micro Area",42,123,"Warren County, Pennsylvania"
47660,"Warrensburg, MO Micro Area",29,101,"Johnson County, Missouri"
47700,"Warsaw, IN Micro Area",18,85,"Kosciusko County, Indiana"
47780,"Washington, IN Micro Area",18,27,"Daviess County, Indiana"
47820,"Washington, NC Micro Area",37,13,"Beaufort County, North Carolina"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",11,1,"District of Columbia, District of Columbia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",24,9,"Calvert County, Maryland"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",24,17,"Charles County, Maryland"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",24,21,"Frederick County, Maryland"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",24,31,"Montgomery County, Maryland"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",24,33,"Prince George's County, Maryland"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",51,13,"Arlington County, Virginia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",51,43,"Clarke County, Virginia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",51,47,"Culpeper County, Virginia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",51,59,"Fairfax County, Virginia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",51,61,"Fauquier County, Virginia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",51,107,"Loudoun County, Virginia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",51,153,"Prince William County, Virginia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",51,157,"Rappahannock County, Virginia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",51,177,"Spotsylvania County, Virginia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",51,179,"Stafford County, Virginia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",51,187,"Warren County, Virginia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",51,510,"Alexandria city, Virginia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",51,600,"Fairfax city, Virginia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",51,610,"Falls Church city, Virginia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",51,630,"Fredericksburg city, Virginia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",51,683,"Manassas city, Virginia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",51,685,"Manassas Park city, Virginia"
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",54,37,"Jefferson County, West Virginia"
47920,"Washington Court House, OH Micro Area",39,47,"Fayette County, Ohio"
47940,"Waterloo-Cedar Falls, IA Metro Area",19,13,"Black Hawk County, Iowa"
47940,"Waterloo-Cedar Falls, IA Metro Area",19,17,"Bremer County, Iowa"
47940,"Waterloo-Cedar Falls, IA Metro Area",19,75,"Grundy County, Iowa"
47980,"Watertown, SD Micro Area",46,29,"Codington County, South Dakota"
48020,"Watertown-Fort Atkinson, WI Micro Area",55,55,"Jefferson County, Wisconsin"
48060,"Watertown-Fort Drum, NY Metro Area",36,45,"Jefferson County, New York"
48100,"Wauchula, FL Micro Area",12,49,"Hardee County, Florida"
48140,"Wausau, WI Metro Area",55,73,"Marathon County, Wisconsin"
48180,"Waycross, GA Micro Area",13,229,"Pierce County, Georgia"
48180,"Waycross, GA Micro Area",13,299,"Ware County, Georgia"
48220,"Weatherford, OK Micro Area",40,39,"Custer County, Oklahoma"
48260,"Weirton-Steubenville, WV-OH Metro Area",39,81,"Jefferson County, Ohio"
48260,"Weirton-Steubenville, WV-OH Metro Area",54,9,"Brooke County, West Virginia"
48260,"Weirton-Steubenville, WV-OH Metro Area",54,29,"Hancock County, West Virginia"
48300,"Wenatchee, WA Metro Area",53,7,"Chelan County, Washington"
48300,"Wenatchee, WA Metro Area",53,17,"Douglas County, Washington"
48460,"West Plains, MO Micro Area",29,91,"Howell County, Missouri"
48500,"West Point, MS Micro Area",28,25,"Clay County, Mississippi"
48540,"Wheeling, WV-OH Metro Area",39,13,"Belmont County, Ohio"
48540,"Wheeling, WV-OH Metro Area",54,51,"Marshall County, West Virginia"
48540,"Wheeling, WV-OH Metro Area",54,69,"Ohio County, West Virginia"
48580,"Whitewater-Elkhorn, WI Micro Area",55,127,"Walworth County, Wisconsin"
48620,"Wichita, KS Metro Area",20,15,"Butler County, Kansas"
48620,"Wichita, KS Metro Area",20,79,"Harvey County, Kansas"
48620,"Wichita, KS Metro Area",20,95,"Kingman County, Kansas"
48620,"Wichita, KS Metro Area",20,173,"Sedgwick County, Kansas"
48620,"Wichita, KS Metro Area",20,191,"Sumner County, Kansas"
48660,"Wichita Falls, TX Metro Area",48,9,"Archer County, Texas"
48660,"Wichita Falls, TX Metro Area",48,77,"Clay County, Texas"
48660,"Wichita Falls, TX Metro Area",48,485,"Wichita County, Texas"
48700,"Williamsport, PA Metro Area",42,81,"Lycoming County, Pennsylvania"
48780,"Williston, ND Micro Area",38,105,"Williams County, North Dakota"
48820,"Willmar, MN Micro Area",27,67,"Kandiyohi County, Minnesota"
48900,"Wilmington, NC Metro Area",37,129,"New Hanover County, North Carolina"
48900,"Wilmington, NC Metro Area",37,141,"Pender County, North Carolina"
48940,"Wilmington, OH Micro Area",39,27,"Clinton County, Ohio"
48980,"Wilson, NC Micro Area",37,195,"Wilson County, North Carolina"
49020,"Winchester, VA-WV Metro Area",51,69,"Frederick County, Virginia"
49020,"Winchester, VA-WV Metro Area",51,840,"Winchester city, Virginia"
49020,"Winchester, VA-WV Metro Area",54,27,"Hampshire County, West Virginia"
49080,"Winnemucca, NV Micro Area",32,13,"Humboldt County, Nevada"
49100,"Winona, MN Micro Area",27,169,"Winona County, Minnesota"
49180,"Winston-Salem, NC Metro Area",37,57,"Davidson County, North Carolina"
49180,"Winston-Salem, NC Metro Area",37,59,"Davie County, North Carolina"
49180,"Winston-Salem, NC Metro Area",37,67,"Forsyth County, North Carolina"
49180,"Winston-Salem, NC Metro Area",37,169,"Stokes County, North Carolina"
49180,"Winston-Salem, NC Metro Area",37,197,"Yadkin County, North Carolina"
49220,"Wisconsin Rapids-Marshfield, WI Micro Area",55,141,"Wood County, Wisconsin"
49260,"Woodward, OK Micro Area",40,153,"Woodward County, Oklahoma"
49300,"Wooster, OH Micro Area",39,169,"Wayne County, Ohio"
49340,"Worcester, MA-CT Metro Area",9,15,"Windham County, Connecticut"
49340,"Worcester, MA-CT Metro Area",25,27,"Worcester County, Massachusetts"
49380,"Worthington, MN Micro Area",27,105,"Nobles County, Minnesota"
49420,"Yakima, WA Metro Area",53,77,"Yakima County, Washington"
49460,"Yankton, SD Micro Area",46,135,"Yankton County, South Dakota"
49620,"York-Hanover, PA Metro Area",42,133,"York County, Pennsylvania"
49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",39,99,"Mahoning County, Ohio"
49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",39,155,"Trumbull County, Ohio"
49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",42,85,"Mercer County, Pennsylvania"
49700,"Yuba City, CA Metro Area",6,101,"Sutter County, California"
49700,"Yuba City, CA Metro Area",6,115,"Yuba County, California"
49740,"Yuma, AZ Metro Area",4,27,"Yuma County, Arizona"
49780,"Zanesville, OH Micro Area",39,119,"Muskingum County, Ohio"
49820,"Zapata, TX Micro Area",48,505,"Zapata County, Texas"
